type,timestamp,positions
CONTROL,4536373.14401567,"[0.351564, 0.210938, 0.710938, -0.210938, 0.0, 0.781251]"
CONTROL,4556440.0650328025,"[0.355158, 0.213095, 0.713095, -0.213095, 0.0, 0.784126]"
CONTROL,4576504.816010129,"[0.358725, 0.215235, 0.715235, -0.215235, 0.0, 0.78698]"
CONTROL,4596581.7859978415,"[0.362265, 0.217359, 0.717359, -0.217359, 0.0, 0.789812]"
CONTROL,4616653.877019417,"[0.365777, 0.219466, 0.719466, -0.219466, 0.0, 0.792622]"
CONTROL,4636706.207005773,"[0.369261, 0.221556, 0.721556, -0.221556, 0.0, 0.795409]"
CONTROL,4656786.248029675,"[0.372714, 0.223629, 0.723629, -0.223629, 0.0, 0.798172]"
CONTROL,4676865.709014237,"[0.376138, 0.225683, 0.725683, -0.225683, 0.0, 0.80091]"
CONTROL,4696939.549001399,"[0.379529, 0.227718, 0.727718, -0.227718, 0.0, 0.803623]"
CONTROL,4717021.160002332,"[0.382889, 0.229733, 0.729733, -0.229733, 0.0, 0.806311]"
CONTROL,4737096.281023696,"[0.386215, 0.231729, 0.731729, -0.231729, 0.0, 0.808972]"
CONTROL,4757168.950978667,"[0.389507, 0.233704, 0.733704, -0.233704, 0.0, 0.811606]"
CONTROL,4777241.492003668,"[0.392765, 0.235659, 0.735659, -0.235659, 0.0, 0.814212]"
CONTROL,4797313.523013145,"[0.395987, 0.237592, 0.737592, -0.237592, 0.0, 0.816789]"
CONTROL,4817387.923016213,"[0.399172, 0.239503, 0.739503, -0.239503, 0.0, 0.819338]"
CONTROL,4837459.483998828,"[0.402321, 0.241392, 0.741392, -0.241392, 0.0, 0.821857]"
CONTROL,4857527.194020804,"[0.405431, 0.243259, 0.743259, -0.243259, 0.0, 0.824345]"
CONTROL,4877594.335004687,"[0.408503, 0.245102, 0.745102, -0.245102, 0.0, 0.826802]"
CONTROL,4897665.005992167,"[0.411535, 0.246921, 0.746921, -0.246921, 0.0, 0.829228]"
CONTROL,4917729.536013212,"[0.414527, 0.248716, 0.748716, -0.248716, 0.0, 0.831622]"
CONTROL,4937762.327026576,"[0.417478, 0.250487, 0.750487, -0.250487, 0.0, 0.833982]"
CONTROL,4957832.137006335,"[0.420387, 0.252232, 0.752232, -0.252232, 0.0, 0.83631]"
CONTROL,4977907.277992927,"[0.423254, 0.253952, 0.753952, -0.253952, 0.0, 0.838603]"
CONTROL,4997980.4290342145,"[0.426078, 0.255647, 0.755647, -0.255647, 0.0, 0.840862]"
CONTROL,5018057.789013255,"[0.428857, 0.257314, 0.757314, -0.257314, 0.0, 0.843086]"
CONTROL,5038165.599980857,"[0.431592, 0.258955, 0.758955, -0.258955, 0.0, 0.845274]"
CONTROL,5058235.851000063,"[0.434282, 0.260569, 0.760569, -0.260569, 0.0, 0.847426]"
CONTROL,5078307.310992386,"[0.436926, 0.262156, 0.762156, -0.262156, 0.0, 0.849541]"
CONTROL,5098382.261989173,"[0.439524, 0.263714, 0.763714, -0.263714, 0.0, 0.851619]"
CONTROL,5118453.742004931,"[0.442074, 0.265244, 0.765244, -0.265244, 0.0, 0.853659]"
CONTROL,5138535.123027395,"[0.444576, 0.266746, 0.766746, -0.266746, 0.0, 0.855661]"
CONTROL,5158607.324003242,"[0.44703, 0.268218, 0.768218, -0.268218, 0.0, 0.857624]"
CONTROL,5178685.454011429,"[0.449434, 0.269661, 0.769661, -0.269661, 0.0, 0.859547]"
CONTROL,5198707.51502458,"[0.451789, 0.271074, 0.771074, -0.271074, 0.0, 0.861431]"
CONTROL,5218791.705032345,"[0.454094, 0.272456, 0.772456, -0.272456, 0.0, 0.863275]"
CONTROL,5238868.196029216,"[0.456348, 0.273809, 0.773809, -0.273809, 0.0, 0.865078]"
CONTROL,5258946.77703036,"[0.45855, 0.27513, 0.77513, -0.27513, 0.0, 0.86684]"
CONTROL,5279020.767018665,"[0.4607, 0.27642, 0.77642, -0.27642, 0.0, 0.86856]"
CONTROL,5299094.468005933,"[0.462798, 0.277679, 0.777679, -0.277679, 0.0, 0.870239]"
CONTROL,5319167.89902607,"[0.464843, 0.278906, 0.778906, -0.278906, 0.0, 0.871875]"
CONTROL,5339240.56898104,"[0.466834, 0.280101, 0.780101, -0.280101, 0.0, 0.873468]"
CONTROL,5359312.699991278,"[0.468772, 0.281263, 0.781263, -0.281263, 0.0, 0.875017]"
CONTROL,5379383.211024106,"[0.470654, 0.282393, 0.782393, -0.282393, 0.0, 0.876524]"
CONTROL,5399460.381013341,"[0.472482, 0.283489, 0.783489, -0.283489, 0.0, 0.877986]"
CONTROL,5419535.4509865865,"[0.474255, 0.284553, 0.784553, -0.284553, 0.0, 0.879404]"
CONTROL,5439607.4719843455,"[0.475971, 0.285583, 0.785583, -0.285583, 0.0, 0.880777]"
CONTROL,5459679.262014106,"[0.477631, 0.286579, 0.786579, -0.286579, 0.0, 0.882105]"
CONTROL,5479700.822033919,"[0.479234, 0.287541, 0.787541, -0.287541, 0.0, 0.883388]"
CONTROL,5499772.62300672,"[0.480781, 0.288468, 0.788468, -0.288468, 0.0, 0.884625]"
