type,timestamp,positions,velocities,torques
STATE_MOTOR,903250.5979994312,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,923320.8859805018,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,943393.7729918398,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.0]"
STATE_MOTOR,963464.499975089,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.82512, 0.0, 0.0, 0.022814]"
STATE_MOTOR,983536.3769670948,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.022814, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.0]"
STATE_MOTOR,1003603.5840166733,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1023689.0719970688,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1043759.9989818409,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.022814, 0.091256, 1.779492, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1063830.4260210134,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.022814, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1083901.2729702517,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.0]"
STATE_MOTOR,1103964.8699807003,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.0]"
STATE_MOTOR,1124033.4970061667,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.022814, 0.068442, 1.779492, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1144106.2450176105,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1164175.1519637182,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.068442, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1184241.8190208264,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1204312.8560180776,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1224385.2129904553,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1244460.4909978807,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1264533.128007315,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1284603.7549898028,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.091256, 1.82512, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1304673.0419737287,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,1324741.5400110185,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.0]"
STATE_MOTOR,1344811.8370142765,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.091256, 1.82512, 0.0, 0.0, 0.0]"
STATE_MOTOR,1364882.1139940992,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.779492, 0.0, 0.0, 0.0]"
STATE_MOTOR,1384950.5609832704,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.870748, 0.0, 0.0, 0.0]"
STATE_MOTOR,1404968.3579942212,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.82512, 0.0, 0.0, 0.0]"
STATE_MOTOR,1425038.6150088161,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.0]"
STATE_MOTOR,1445111.3530085422,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.82512, 0.0, 0.0, 0.0]"
